tweet_id	class	begin	end	span	tweet
SMM4H2022pYvyOEuusmYNnr7j	ADE	97	122	weight still keeps coming	@USER__________ olanzapine. i was taking 7.5mg and that was a nightmare, now taking 5mg but the weight still keeps coming :(
SMM4H20229S31NL9uSi5NdUFw	ADE	105	122	look like a whale	racing next sun so thought i'd better try on my tri suit. so depressing, can just about get into it and look like a whale ffs!! #olanzapine
SMM4H2022BcaZI7kIvjFE9TVv	ADE	83	97	olanzapine lbs	@USER__________ I'm sure it helps that you are so active. I did eventually lose my olanzapine lbs, so there is hope. :)
SMM4H2022CGf8dh5FnnqMX79z	ADE	74	101	interfering with my visions	gonna have to speak with my psychiatrist about stopping my olanzapine its interfering with my visions and it gives you memory loss and more.
SMM4H2022CGf8dh5FnnqMX79z	ADE	119	130	memory loss	gonna have to speak with my psychiatrist about stopping my olanzapine its interfering with my visions and it gives you memory loss and more.
SMM4H2022jfYCUrA3tVdS8z6k	ADE	41	47	drowsy	@USER___ first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.
SMM4H2022jfYCUrA3tVdS8z6k	ADE	49	60	weight gain	@USER___ first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.
SMM4H2022aLBQCFDBzsIek3uw	ADE	62	72	weightgain	i'm now back on the olanzapine along side lithium. ugh. #helloweightgain
SMM4H2022ski3UPKkd8cRXajE	ADE	71	76	sloth	@USER__________ @USER_________ recent spell in hospital and olanzapine sloth/weight gain
SMM4H2022ski3UPKkd8cRXajE	ADE	77	88	weight gain	@USER__________ @USER_________ recent spell in hospital and olanzapine sloth/weight gain
SMM4H2022WN8WOFJaLxxW8SUg	ADE	48	60	slept aw day	day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.
SMM4H2022WN8WOFJaLxxW8SUg	ADE	75	85	torn faced	day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.
SMM4H2022WN8WOFJaLxxW8SUg	ADE	116	128	Swollen feet	day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.
SMM4H2022Z8kHsC8x1sNXHvSu	ADE	43	56	gained weight	@USER____ saying that, the whole reason i gained weight in the first place was due to the drug olanzapine. doctor's fault. ah well.
SMM4H2022FlQ397mvECsetNOY	ADE	99	124	symptoms of schizophrenia	i resent taking olanzapine as it is the side effects of olanzapine that were mistaken for negative symptoms of schizophrenia
SMM4H2022HS1ymDqy2sdnIhpR	ADE	33	40	crazier	i think this olanzapine makes me crazier.
SMM4H2022PrO16ldD1CCOJeYD	ADE	45	56	raging bm's	@USER______ elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..
SMM4H2022PrO16ldD1CCOJeYD	ADE	58	69	mood swings	@USER______ elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..
SMM4H2022PrO16ldD1CCOJeYD	ADE	74	85	weight gain	@USER______ elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..
SMM4H2022sfLZPMg0kI0iBQcv	ADE	30	43	restless legs	i wonder if olanzapine causes restless legs &lt;_&lt;
SMM4H2022lqrn9tnVxOl6Ezm9	ADE	117	131	pinsandneedles	been taking low dosage of paroxetine for the last two years and only recently found out that a common side affect is pinsandneedles.
SMM4H20228gbwSGAA8zmlzUpd	ADE	21	32	withdrawals	i'm having the worst withdrawals from my paroxetine. is this real life?
SMM4H2022hjgPywhgQ5RjDihJ	ADE	110	114	fat.	@USER______ @USER________ @USER_________ ah yes, I'm starting to think my paroxetine turns panic attacks into fat.
SMM4H2022zdHfOCuUZ8xNZE3d	ADE	74	85	weight gain	@USER____ I had to take Paroxetine tablets for a year nd a side effect is weight gain, it went to my core. Off them now bt can't shift it!
SMM4H2022KM1gRXzT90rJ3PeR	ADE	56	69	coming off it	@USER__ was getting out of control. i had no idea that coming off it would be so awful. other than paroxetine, i thought ssris were easy
SMM4H20229WuqInJCgwIQpXVS	ADE	115	122	plateau	"@USER_____ @USER_______ talk to your doctor to see if you need to up your dose of paroxetine. it is possible to ""plateau"" on it..i did."
SMM4H2022YtLZ5kwcwoMag8pu	ADE	74	88	behaving oddly	@USER______ i had paroxetine for a few weeks once... apparently i started behaving oddly so they took me off it and put me on  sertraline
SMM4H20225R3a5KbnnzsYZTLf	ADE	79	87	INSOMNIA	prozac and paxil have the same effects.  well, shit. no wonder i fucking have insomnia after i told him i have it.
SMM4H2022V25EC9yTvBKDQVxQ	ADE	28	57	you are so Horny and I am NOT	@USER___________ @USER_____ you are so horny and i am not! wtf!!! paxil why paxil why!!!!
SMM4H2022TfrrM5bn0xrqHXD0	ADE	78	99	hide in the apartment	@USER________ @USER____ ugh. my partner was on paxil for a while. it made him hide in the apartment. :/
SMM4H2022FgOnUazfqOff2M3Q	ADE	26	34	allergic	@USER___________ oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.
SMM4H2022FgOnUazfqOff2M3Q	ADE	65	69	puke	@USER___________ oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.
SMM4H2022mdCI8klzocUgF7A2	ADE	69	94	sleeping 12 hours a night	when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal.
SMM4H2022mdCI8klzocUgF7A2	ADE	101	125	falling asleep every day	when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal.
SMM4H2022LZUrNYRVwKX0avle	ADE	59	70	weight gain	Dr. Kyrillos: Of SSRIs, Paxil has the greatest assoc with #weight gain. Rx with caution in pts with presenting weight issues. #PAIPIP #QI
SMM4H2022KfyLfKdiRJh8vXSp	ADE	14	49	gained a good seven or eight pounds	i've probably gained a good seven or eight pounds on paxil. my 5'2 and small frame can't deal w that. lol get me off the crazy meds asap!!!
SMM4H2022GNq4yASWR8S5Fnk1	ADE	90	94	sick	Fuck Paxil. I never want to take this shit again, but every time I try I get ridiculously sick. My life suckssss.
SMM4H2022TOiEuGgQgaXOtxZl	ADE	115	122	vertigo	@USER______ paxil didn't end up helping. tried prozac and wellbutrin and it helped my mood and anxiety but gave me vertigo. :(
SMM4H2022QPGrOARjLDSMGw7i	ADE	68	86	gained over 20 lbs	@USER_______ hi idk who you are but i just wanted to let you know i gained over 20 lbs on paxil. be watchful.
SMM4H2022mJ4CxijIAD9p3l61	ADE	7	17	nightmares	i hate nightmares! #scary #gayboyproblems #paxil
SMM4H2022B05EzPri5d54tRod	ADE	76	85	depressed	@USER_______ i hated being on paxil for that reason. way to make you *more* depressed. x.x
SMM4H2022VcdSQXOnu2fkS9JY	ADE	68	75	wrecked	dear paxil, you're supposed to make me feel better. instead you've wrecked me completely. thanks to you, i had to take an adivan.
SMM4H2022H91nFP4YhLWrNwGH	ADE	48	57	addictive	just wondering why doctors prescribe dangerous, addictive medications without any warning to patients.  Paxil, for instance.
SMM4H2022JpSY3EIPwyKwxS1p	ADE	48	58	terrifying	time to get off paxil.  it's really really been terrifying lately.
SMM4H2022xHRCRnJ6coxH5YVO	ADE	89	100	no feelings	two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.
SMM4H2022vtkziIxdE9BXSahP	ADE	83	87	sick	@USER__________ because my dr switched from celexa to paxil and,paxil made me feel sick
SMM4H2022fvUcgfmx3xrZqhfY	ADE	73	83	withdrawal	hey guys don't forget to refill your paxil for like six days because the withdrawal is like heroin. literally.
SMM4H2022tihPYZxb9cXtT5eU	ADE	26	35	withdrawl	so my body was goin threw withdrawl? lol didnt kno paxil was that strong lol
SMM4H2022NyUtmQmZFamhi2RB	ADE	63	72	emotional	every since i stopped taking that paxil i haven't been so damn emotional ..... i think!
SMM4H2022yI9DUJZxPvwEoOJd	ADE	22	38	working any more	not sure the paxil is working any more
SMM4H2022OwG7MUasOKW7rtB6	ADE	77	97	gain unwanted pounds	@USER________: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks
SMM4H2022OwG7MUasOKW7rtB6	ADE	102	114	water weight	@USER________: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks
SMM4H2022KdiICiT7Mpxn90sK	ADE	106	115	withdrawn	@USER__________ i was fine w/ effexor. paxil/seroxat/paroxetine was the worst fucking bitch ad  i've ever withdrawn from. pure evil.
SMM4H2022nsS6g0xwQgp22EDJ	ADE	31	37	orgasm	@USER________ i haven't had an orgasm in a long time.. wtf.. #paxil
SMM4H2022HxjU4ub02DE68NxW	ADE	12	21	ejaculate	how do guys ejaculate on paxil?? #antidepressants
SMM4H2022ipE3cvieTtrEDDu8	ADE	104	113	depressed	brisdelle dangerous. paxil is supposed to treat depression and suicidal thoughts.  i took paxil and got depressed. went off &amp; ok in 2 wk.
SMM4H2022LwxSAcT0DlZsY18w	ADE	14	30	NOT LET ME SLEEP	paxil why you not let me sleep?!?
SMM4H2022ddj1kakcfxb3zlbf	ADE	83	100	psychotic episode	@USER___________ @USER___ ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs
SMM4H20223LOm3jkf3Eu7Pnr5	ADE	88	97	impotency	rt @USER________: what i lack in money and personality, i make up for in paxil induced impotency
SMM4H202286NZCiKqkz8UFobu	ADE	88	97	impotency	rt @USER________: what i lack in money and personality, i make up for in paxil induced impotency
SMM4H2022KrHfS7C1mmwfwMy0	ADE	76	98	value your brain cells	going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
SMM4H2022YJiUJq6biJVzVbpB	ADE	41	58	impossible to cry	rt @USER_________: paxil makes it nearly impossible to cry.
SMM4H2022aQXwpbAo4fVNCd5V	ADE	33	44	withdrawals	welll..decided to get off paxil. withdrawals are killlerrr, like loss of circulation randomly in areas.
SMM4H2022aQXwpbAo4fVNCd5V	ADE	65	84	loss of circulation	welll..decided to get off paxil. withdrawals are killlerrr, like loss of circulation randomly in areas.
SMM4H2022tcpxXpqackBf7PJa	ADE	80	94	face break out	i can't wait until i get off of paxil because that's what is probably making my face break out.
SMM4H2022DFGGjwDtWyvNdmtx	ADE	11	19	allergic	maybe i'm allergic to paxil, because it didn't say anything about making your face break out.
SMM4H2022DFGGjwDtWyvNdmtx	ADE	79	93	face break out	maybe i'm allergic to paxil, because it didn't say anything about making your face break out.
SMM4H2022M9SOzfH1VHGUXDm2	ADE	79	86	numbing	@USER_____ @USER_____ yeah pregabalin calms my bipolar ii too - but not in the numbing way that prozac does.
SMM4H2022t5HMwnbdzjc6xwXH	ADE	104	117	random crying	"@USER_________ jeez, and to think i'm suffering without my pristiq for a few days (we've reached the ""random crying"" phase). two weeks yikes"
SMM4H2022T7JiNZtUzFSiCsbC	ADE	62	71	brain zap	@USER______ @USER________ joe is on pristiq and he gets weird brain zap / twitch things too.
SMM4H2022T7JiNZtUzFSiCsbC	ADE	74	80	twitch	@USER______ @USER________ joe is on pristiq and he gets weird brain zap / twitch things too.
SMM4H2022HCggi4cYBkIj59IQ	ADE	24	35	withdrawals	holy shit balls pristiq withdrawals are very strong!
SMM4H2022WHqHTZzUMPYdbOMS	ADE	16	26	withdrawal	today's pristiq withdrawal symptom: my eyeballs make a sound like star trek doors when i move them. #wtf
SMM4H2022WHqHTZzUMPYdbOMS	ADE	39	60	eyeballs make a sound	today's pristiq withdrawal symptom: my eyeballs make a sound like star trek doors when i move them. #wtf
SMM4H2022gQqazdBJYRbAEOqa	ADE	47	58	withdrawals	what to do? not looking forward to cold turkey withdrawals from pristiq... sense of impending doom. anxiety only makes the situation worse.
SMM4H2022LEKvhuoxBebIvQVd	ADE	116	122	zombie	@USER_____ @USER_____ @USER____ each brain is different.  the ssri i'm on has worked really well.  prozac made me a zombie. #brains
SMM4H2022JsQw6WTPZ8raZ1py	ADE	17	29	no legit sex	@USER___________ no legit sex on prozac has legit scarred me for life. fuck this shit for real runaway from them
SMM4H2022zNx1WaJOR2QAdlgm	ADE	39	44	dream	thank you, prozac, for my most fucked dream to date
SMM4H2022KuRntzhEdHHsqcRx	ADE	63	72	tolerance	I need more medication than this.My body is already building a tolerance for the Prozac I've been taking.
SMM4H2022kCPUJRTGipJVCPxa	ADE	33	38	antsy	@USER_______ i'm feeling weirdly antsy lately and i'm positive it's due to the prozac and i'm a bit worried where that could lead me
SMM4H2022eIHMuI1G3bS5NhjR	ADE	24	38	destroy myself	prozac makes me want to destroy myself. js. #core
SMM4H2022VY1FqbCmGph74pFs	ADE	65	71	zombie	do i come off my medication or do i just continue to be a prozac zombie
SMM4H20221Pkw2fWoCND2SWqY	ADE	60	70	withdrawal	@USER____ it's all training injuries. 3 of them. and prozac withdrawal.
SMM4H2022ZBToalJoc8YZCwSW	ADE	40	43	nap	or maybe that's the prozac ugh i need a nap always
SMM4H2022WEfwh08DsES1s2L6	ADE	44	50	scared	so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!
SMM4H2022WEfwh08DsES1s2L6	ADE	90	112	need to save the world	so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!
SMM4H2022IcGRdoyQMvmaqMwq	ADE	132	143	dries mouth	"@USER________ also, ""meth mouth"" is really poverty mouth. u don't c when people take it for adhd. nor in prozac, which similarly dries mouth"
SMM4H2022Wtc9oFnorbcktBHN	ADE	39	52	added 1 stone	@USER_________ i clock in at 16 stone (added 1 stone since quetiapine) and according to that BMI thing I'm obese, which I'm clearly not.
SMM4H2022fc8Vpu4K4ehdzLWL	ADE	2	5	ate	i ate 2 cakes  2 pastries at work today. blaming the quetiapine rather than my liking for cakes. blaming work too for providing free cake.
SMM4H2022iYb75Hq3yiD2K6f5	ADE	31	52	horrid imposing dream	too scared to go back to sleep horrid imposing dream #mewmeds #quetiapine #mentalhealth #bipolar
SMM4H2022NfhhyDj3yuBP0zKL	ADE	36	42	drowsy	whoa quetiapine stop making me feel drowsy yo
SMM4H2022cWpFjic7I2jqfCmn	ADE	47	62	sleep paralysis	@USER_____ @USER__ @USER________ #mhchat i had sleep paralysis every night for four months when i took quetiapine in addition to lamotrigine
SMM4H2022daTAxCRnVMBBJtPu	ADE	47	53	hunger	since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!
SMM4H2022daTAxCRnVMBBJtPu	ADE	58	66	cravings	since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!
SMM4H20220uMbElqOtjP9u2vf	ADE	93	99	drowsy	@USER__________ i found it worked better for me than quetiapine because it didn't make me as drowsy.
SMM4H2022Z49Nz3dy2kb2BDzG	ADE	18	31	feeling weird	guess what? still feeling weird. fuck you quetiapine. fuck you.
SMM4H2022B1nsRcPchyeubmou	ADE	61	73	not sleeping	@USER__________ i'm on citalapram and 600mg quetiapine - i'm not sleeping!
SMM4H2022DDuEwHTmsgaKthXe	ADE	77	85	hungrier	Got offered a seat on the tube this morning. Quetiapine, like pregnancy, but hungrier. #bipolarlifestylechoice
SMM4H2022c0kmcUh8CQImSTfy	ADE	15	21	eating	not hungry but eating anyway. thank you quetiapine you utter cunt.
SMM4H2022Z3yY0j611j5FE0AZ	ADE	27	34	fatness	@USER______ me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.
SMM4H2022Z3yY0j611j5FE0AZ	ADE	83	97	weight-gaining	@USER______ me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.
SMM4H2022G9hTY5lVfXwTPSsm	ADE	19	34	sleep right now	i seem to need to sleep right now. quetiapine takers, is this normal?
SMM4H2022045ixJVIRFBKm01D	ADE	54	60	drowsy	@USER___________ that'll be the quetiapine making you drowsy. it's a common side effect xx
SMM4H2022IlSQloT3agmisTUq	ADE	99	108	nightmare	@USER___ tried lithium &amp; depakote been reading up on lamotrigine it was suggested but had such nightmare with quetiapine was scared to try
SMM4H2022S81Pz3zXHoezlVZf	ADE	38	56	need to sleep 24/7	people taking #quetiapine - does this need to sleep 24/7 go eventually? cos this is not sustainable beyond the short term.
SMM4H2022r7xn9RFshY8QAuch	ADE	40	48	headache	think i'm going to test this quetiapine headache theory &amp; take some prn &amp; see if it goes away.
SMM4H2022oHbL7NVXoidxeAX9	ADE	29	34	weird	@USER_________ I'm certainly weird but it's quetiapine instead of crack, I can't get that on prescription.
SMM4H2022XiZW64EWw6tRUuYt	ADE	1	13	restlesslegs	#restlesslegs #quetiapine
SMM4H2022lcIt2aBUrQc0RZQe	ADE	109	118	hangovers	@USER________ ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable
SMM4H2022stJmBbeihurmfN1B	ADE	59	70	hallucinate	@USER_________ combining them with the quetiapine makes me hallucinate :/
SMM4H2022Dp6auoulBg7P5Xbj	ADE	25	36	gain weight	and quetiapine makes you gain weight i'm scared
SMM4H2022IxcoacFnheUtJuPQ	ADE	67	81	lucid dreaming	act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
SMM4H2022IxcoacFnheUtJuPQ	ADE	86	101	sleep paralysis	act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
SMM4H2022XFpkkSfGvy2aZqmg	ADE	92	98	zombie	@USER__________ i hate quetiapine. i was so relieved to come off it and stop feeling like a zombie.
SMM4H2022sXHYl8DHmOrlmSAR	ADE	54	60	hungry	this quetiapine isn't working damnit!!!! does make me hungry at night though... *sigh*
SMM4H2022FGJq8RSUg3vz0cKI	ADE	81	89	Sweating	it's raining. i ran for the bus when i didn't need to. my gp letter isn't right. sweating like a pig thanks to quetiapine. brighton bound!
SMM4H2022JaGANrleXz3ZWoRH	ADE	45	84	not dangerous but it is damn unpleasant	@USER_____ why i came off it. gp told me its not dangerous but it is damn unpleasant. at least i know it's the quetiapine that's causing it
SMM4H2022EdeuGU47chmn7v3M	ADE	58	80	able to sleep at night	damn you quetiapine side effect. was quite enjoying being able to sleep at night
SMM4H202261HBeAkN6Y8VyE2c	ADE	17	27	fast pulse	still a slightly fast pulse this morning. i know this is the quetiapine
SMM4H2022oO0Sijb2XA5lWXOU	ADE	127	138	withdrawals	@USER___________ many congratualtions for being able to come off quetiapine - i have read that and clozapine are the worst for withdrawals
SMM4H2022LIyWAaX9qw2hgLcW	ADE	25	45	knocked me sidewards	@USER________ quetiapine knocked me sidewards for a week then I suddenly woke up activated. Then relapsed, upped dose, activated & so on
SMM4H20223M1x1TysCKaBkdq2	ADE	79	93	slept horribly	@USER_______ well no. but it's just that i dropped my quetiapine last night. i slept horribly! but i feel v unfoggy...
SMM4H2022k1DZdlXmiEpwXpwR	ADE	54	63	zombified	@USER_______ i've had too much quetiapine today - i'm zombified.
SMM4H202229Qm3Zb6sn6LMFMt	ADE	104	112	drooling	i have been on lorazepam / diazepam / quetiapine for the past few nights and i've noticed i am slightly drooling a bit. lovely.
SMM4H20225zss8QdpBoLrYTBf	ADE	103	117	get out of bed	whilst most kids ask santa for xmas presents, i'm like, can we reduce my quetiapine intake, i need to get out of bed
SMM4H202213408dCeaTzLPhOj	ADE	53	58	taste	pretty sure the quetiapine was affecting my sense of taste
SMM4H2022PEoWogfskss0b8XR	ADE	94	123	eating incredibly differently	@USER____ i didn't take a zopiclone in the end.. but i'm third day of no quetiapine &amp; i'm eating incredibly differently!
SMM4H2022ztuQuD1AXstV6CAz	ADE	103	117	sleep 12 hours	this week i officially stopped taking my quetiapine. i'm happy to be able to have a life again and not sleep 12 hours.
SMM4H2022QfTuCCV9YO0xCxds	ADE	124	129	burnt	@USER________ @USER___________ @USER_________ @USER_____ its quetiapine for me. i was wearing factor 30 today &amp; i still burnt :-(
SMM4H2022MkG7H41a2IGHPirv	ADE	28	46	increased appetite	quetiapine side affects are increased appetite and cravings. it all makes sense. ??????
SMM4H2022MkG7H41a2IGHPirv	ADE	51	59	cravings	quetiapine side affects are increased appetite and cravings. it all makes sense. ??????
SMM4H2022s7ohJwgGMsjP3XNH	ADE	37	43	zombie	oh man! i've been a total quetiapine zombie all morning! i've been taking them for years but every now  then they really mess me up!
SMM4H2022KFdH4MvApSJMWyxq	ADE	78	89	not stay up	@USER__________ is that like quetiapine. when i had to take that crap i could not stay up longer than 11 hours
SMM4H2022ambLumNfeICsI0mJ	ADE	34	43	prolactin	Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA.
SMM4H2022ambLumNfeICsI0mJ	ADE	62	77	boobs humungous	Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA.
SMM4H2022nijIhNIpAFwzFAv3	ADE	55	71	prolactin levels	rt @USER__________: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie'
SMM4H2022nijIhNIpAFwzFAv3	ADE	83	98	boobs humungous	rt @USER__________: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie'
SMM4H2022YyA558qZJsPKe9VX	ADE	54	63	back ache	21.36 day 9 rivaroxaban diary. particularly bad lower back ache had not eased by 14.00 so went to bed. much better when i woke at 19.00.
SMM4H2022DPqGpuhwzUdNZUwv	ADE	39	48	back pain	18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees
SMM4H2022DPqGpuhwzUdNZUwv	ADE	119	123	weak	18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees
SMM4H2022DPqGpuhwzUdNZUwv	ADE	128	140	aching knees	18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees
SMM4H20223jS3KdGJaOilYt8O	ADE	24	28	neck	Rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.
SMM4H20223jS3KdGJaOilYt8O	ADE	33	44	should ache	Rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.
SMM4H20223jS3KdGJaOilYt8O	ADE	52	61	back pain	Rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.
SMM4H20223jS3KdGJaOilYt8O	ADE	66	75	knee ache	Rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache.
SMM4H2022fpXhjoMDNgFjJaMf	ADE	32	41	Neck ache	02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.
SMM4H2022fpXhjoMDNgFjJaMf	ADE	52	61	back pain	02.50 day 15 rivaroxaban diary. neck ache and lower back pain. had to kneel on floor to get out of bed.
SMM4H20227N1WTUzi0qBS2bez	ADE	28	38	not hungry	rivaroxaban diary 2/2 ..but not hungry. has to be taken with food. only had 1 hot drink and 1 slice of bread so far today
SMM4H2022EPupi6i1X8CNi0tA	ADE	40	44	back	20.05 day 16 Rivaroxaban diary. Intense back and knee pain most of day;  taken more paracetamol. Had to shop, walking painful.
SMM4H2022EPupi6i1X8CNi0tA	ADE	49	58	knee pain	20.05 day 16 Rivaroxaban diary. Intense back and knee pain most of day;  taken more paracetamol. Had to shop, walking painful.
SMM4H2022EPupi6i1X8CNi0tA	ADE	110	125	walking painful	20.05 day 16 Rivaroxaban diary. Intense back and knee pain most of day;  taken more paracetamol. Had to shop, walking painful.
SMM4H2022wggvt2gUvVIy70gA	ADE	75	79	ache	rivaroxaban 2/2 if i could float weightless in space i suspect i would not ache. but i can't so need rid of rivaroxaban.
SMM4H2022nrGyzVzIqx3zgFqh	ADE	45	58	pains in head	02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn
SMM4H2022nrGyzVzIqx3zgFqh	ADE	60	64	neck	02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn
SMM4H2022nrGyzVzIqx3zgFqh	ADE	66	70	back	02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn
SMM4H2022nrGyzVzIqx3zgFqh	ADE	72	75	hip	02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn
SMM4H2022nrGyzVzIqx3zgFqh	ADE	80	84	legs	02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn
SMM4H2022YzyTCaEQzziz2CdG	ADE	37	46	neck pain	02.03 Rivaroxaban diary day 20. Some neck pain and legs still weak, but feeling much better. Very warm night.
SMM4H2022YzyTCaEQzziz2CdG	ADE	51	66	legs still weak	02.03 Rivaroxaban diary day 20. Some neck pain and legs still weak, but feeling much better. Very warm night.
SMM4H20224A5CPowzVLFB6Hvv	ADE	82	86	pain	Rivaroxaban diary day 22. Last tablet taken Tuesday 18th, 4 days ago. Woken up in pain. Bad fluid retention (uneven) on both legs.
SMM4H20224A5CPowzVLFB6Hvv	ADE	92	107	fluid retention	Rivaroxaban diary day 22. Last tablet taken Tuesday 18th, 4 days ago. Woken up in pain. Bad fluid retention (uneven) on both legs.
SMM4H2022SJO8iF9T6V51QZFz	ADE	29	35	oedema	I reckon I have drug-induced oedema causing musculo-skeletal pain. Likely drug combination: Rivaroxaban, Losartan, and Simvastatin.
SMM4H2022SJO8iF9T6V51QZFz	ADE	44	65	musculo-skeletal pain	I reckon I have drug-induced oedema causing musculo-skeletal pain. Likely drug combination: Rivaroxaban, Losartan, and Simvastatin.
SMM4H2022oXsYJWe6BQ1kuL51	ADE	132	138	aching	21.43 day 25 rivaroxaban diary. think all rvxbn nowq out of my body but losartan (last 25mg tablet taken 4 days ago) remains. still aching.
SMM4H2022gi5tcU4qn3W0SdFr	ADE	105	119	lost 10 pounds	@USER__ hopefully i would love to chat or talk by skype with you and your team. i am on 1 med saphris. i lost 10 pounds 2 months ago.
SMM4H2022Or9jgr8XUuXj1I6X	ADE	0	14	Slept 11 hours	slept 11 hours last night on seroquel o.o
SMM4H2022NavwE4i8MvphT2zS	ADE	42	53	Slow Turtle	this #seroquel gotta nigga feelin like a  slow turtle. #ihatemeds
SMM4H2022zi9GrkYr64Fdy2TV	ADE	71	83	panic attack	@USER__________ benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.
SMM4H2022vdqraRTnsgiLjXha	ADE	89	94	tired	Last night, I had a dream that @USER________ and I were going to have sex, but I was too tired. Seroquel is the devil.
SMM4H2022RuwGBnCw8A9Qkivf	ADE	35	48	gotta wake up	can't even take a seroquel cause i gotta wake up smfh
SMM4H2022skOSymA7dGxnYVvz	ADE	21	27	sleepy	this seroquel got me sleepy
SMM4H2022yRFu3djBLNzFvhSW	ADE	44	60	boner kryptonite	@USER_________ @USER_______ seroquel was my boner kryptonite when i was a disfunctional teen
SMM4H2022JqeO9nelX5howdLp	ADE	102	114	dissociation	i'm not sure if seroquel is helping us or making things even worse.. anyone else knows if it can make dissociation worse?
SMM4H2022Tmkk3RqdntWStCpo	ADE	62	83	stacked on the weight	not to mention the thousands of people online who say they've stacked on the weight due to taking seroquel.
SMM4H2022GZpMVAiVnMsziMTC	ADE	33	41	munchies	why do i always get the seroquel munchies!?
SMM4H2022VNNlCq6EaN28nN3I	ADE	62	69	sedated	i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.
SMM4H2022VNNlCq6EaN28nN3I	ADE	85	96	unconscious	i ain't trying to take this seroquel yet. i'm not ready to be sedated and completely unconscious till tomorrow.
